1,1,ALFA ROMEO
2,1,AUDI
3,1,BMW
4,1,CITROEN
5,1,FIAT
6,1,FORD
7,1,HONDA
8,1,HYUNDAI
9,1,JEEP
10,1,KIA
11,1,LAND ROVER
12,1,LEXUS
13,1,MAZDA
14,1,MERCEDES
15,1,MINI
16,1,MITSUBISHI
17,1,NISSAN
18,1,OPEL
19,1,PEUGEOT
20,1,PORSCHE
21,1,RENAULT
22,1,ROVER
23,1,SAAB
24,1,SEAT
25,1,SKODA
26,1,SMART
27,1,SUBARU
28,1,SUZUKI
29,1,TOYOTA
30,1,VW
31,1,VOLV
500,2,GIULIA
501,2,Mazda6
